<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
First Ladies National Historic Site,Ohio,Tag,40.7976607,-81.3753968,"April 2024, member reports you walk into the historic site and fill out a certificate and are given a booklet, and a poop bag holder but no tags.",https://www.nps.gov/fila/index.htm
=======
Sept 2024 park staff member had no knowledge.",https://home.nps.gov/eise/planyourvisit/b-a-r-k-ranger.htm
Eisenhower State Park,Texas,Certificate,33.8201286,-96.6082231,"July 2025 member shared picture found under swag pics for the July event.  No every day program in place.  
March 2025, member shared a picture of a certificate. There is NO regular Bark Ranger Program.  This was a special event, 1 mile hike to earn the certificate.  They hope to make it a monthly event.  Call ahead and check website for events, and spread the word.",https://tpwd.texas.gov/state-parks/eisenhower
Eldorado Canyon State Park,Colorado,Tag,39.9301159,-105.3277164,"February 2026, member shared a new certificate and possible a new color for their tag. Check the images! October 2025, trusted member reports that the Bark Ranger program is now funded by the Friends of Eldo Canyon and are probably getting new swag.  Currently there is a free certificate and tags for sale for $5.  
July 2025 member reports similar about the roads and most people were in 4WD drive vehicles. 
June 2025, member reports there is a Meow Ranger tag.  The site has time entry on weekends and holidays through the summer.  Road in park was rough. May 2025, member reports a swearing in, tag, and a small certificate with a $5 dollar donation.",https://cpw.state.co.us/state-parks/eldorado-canyon-state-park?utm_source=google&utm_medium=search&utm_campaign=eldoradocanyon_fy25_eng&utm_content=eldorado_canyon&gad_source=1
Eleanor Roosevelt National Historic Site,New York,Tag,41.7620379,-73.8990245,"September 2024, member reports that at Val-Kill there are no tags, just a sticker and card. Member reports two trails and a one mile calm loop, but the top cottage trail supposedly gets very steep at the end.  A ranger recommended proceeding with caution if doing that trail. 
June 2024, member reported there were poop bag holders, stickers, and a card with the pledge.  
May 2024, member reports no Bark Ranger items can be purchased.",https://www.nps.gov/elro/planyourvisit/bark-ranger.htm
"Eugene O'Neill National Historic Site, Kuss Road, Danville, CA",California,Tag,37.8266426,-122.027716,There is a site specific metal dog tag.,https://www.nps.gov/euon/planyourvisit/pets.htm
"Fairy Stone State Park Office / Gift Store, Stuart, VA",Virginia,Tag,36.7882383,-80.0857204,"**March 2026, member reports they recieved a certificate, but did not find a tag.  Unsure if they are out of stock. 
**November 2025 member updates that they were given a checklist to complete and were given a certificate with the tag for sale. While the park doesn't have an offical BARK ranger program, you can purchase a beautiful site specific tag from the gift store",https://www.dcr.virginia.gov/state-parks/fairy-stone
"Fiery Gizzard State Park US Highway 41, Monteagle, TN",Tennessee,Tag,35.2466203,-85.8053321,"November 2025, member reports new tags are still not in stock. 
October 2025, this park was FORMERLY South Cumberland State Park.  Member reports all merch was 50 percent off, so hopefully new branded swag is coming. 
July 2025, member attended special event and recieved a badge and a ink paw print certificate at the registered event.  The tag was purchased in the welcome center.  Foster falls was rocky, steep, and slick. June 2025, park shared a hike on July 13th at 1 PM.  
February 2025, member reports that the park is hosting a Bark Ranger Hike on Feb 22nd.  There is a fee.  Please visit the park's facebook page at https://www.facebook.com/SouthCumberlandStatePark . There is a site specific metal tag to purchase and there is also a certificate with a paw print. There are special event Ranger walks as well. Unsure if badges cost on those days.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
First Ladies National Historic Site,Ohio,Tag,40.7976607,-81.3753968,"April 2024, member reports you walk into the historic site and fill out a certificate and are given a booklet, and a poop bag holder but no tags.",https://www.nps.gov/fila/index.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
First Landing State Park,Virginia,Tag,36.9062174,-76.0135943,"September 2025, member reports tags are found at the gift shop, which is the building behind hte visitor center. 
June 2025, member reports the tags are in stock. 
January/February 2025, conflicting member reports of tags available, or not available.  Member reports they have nice stickers, for purchase, modeled after the tags. 
**December 2024 two members report no program and no tags.** 
October 2024 member reports no tags available for sale and no formal program. 
<<<<<<< HEAD
June 2024 site specific tag purchased at the campground store. No activites.",https://www.dcr.virginia.gov/state-parks/first-landing
First State National Historical Park,Delaware,Certificate,39.8290135,-75.5651663,"March 2025,  member reports a program once or twice a year.  They shared a picture of a BARK Ranger card and a certificate. Further details are unknown.",https://www.nps.gov/frst/index.htm
Florence Marina State Park,Georgia,Tag,32.0932163,-85.043454,"**February 2026, member shared picture of the tag plus a bark ranger sticker. 
**January 2026, member showed a picture of a wooden site specific tag for sale for $5.99.  No other info was provided.",https://gastateparks.org/FlorenceMarina
Fool Hollow Lake Recreation Area State Park,Arizona,Tag,34.2716805,-110.0719089,"April 2025, member reports there is also a frisbee in addition to tage and bandana. Ask about the ""dog library."" Dogs take an oath to get a certificate and a free bandana.",https://azstateparks.com/fool-hollow
Fort Donelson National Battlefield,Tennessee,Tag,36.4881634,-87.8607123,"November 2025 member reports wooden tags for free after showing pictures taken at stops on the loop road. 
January 2025, member reports the visitor center is under construction but there is a small mobile building set up with a ranger inside.  The member went on a walking tour, took pictures, and came back to get wooden tags. 
November 2024, a Ranger who is member of the group says the program is going to expand.  There is a reward and certificate going to print soon with a list of activities. 
September 2024 member reports there is an official program with a wooden site specific tag. They ask that you take the dogs picture at three different stops on a driving tour to earn the tag.",https://www.nps.gov/fodo/index.htm
"Fort Flagler State Park, Jefferson County, WA",Washington,Bandana,48.0956,-122.7062848,"September 2024, member reports a ranger saw them being good park visitors while walking around and gave them a free bandana.  Dogs allowed everywhere - beaches, camping, etc.",https://parks.wa.gov/find-parks/state-parks/fort-flagler-historical-state-park
Fort Frederica National Monument,Georgia,Tag,31.2228075,-81.3898968,"June 2024, co-founder Ben visited and found there is no proper program here, just a tag available for sale.  The rangers said there used to be a proper program, but there are currently no plans to bring it back. Other than visitor center, the entire site is dog friendly.  There were deer in the ruins area.",https://www.nps.gov/fofr/planyourvisit/pets.htm
Fort Laramie,Wyoming,Tag,42.21271,-104.51774,"September 2025, member showed picture of a site specific metal tag from this site. Unclear on any other detals.",https://www.nps.gov/fola/planyourvisit/pets.htm
Fort Monroe Visitor & Education Center,Virginia,Tag,37.0042943,-76.3069024,"September 2025, member reports the tags are out of stock, and unsure when will be reordered.  There are bandanas for sale for 18 dollars. There is a site specific wooden tag.",https://m.facebook.com/FortMonroeNPS/photos/a.275013476230927/1446952829036980/?__cft__[0]=AZUhtB0Ay5Qb2uU8zRWnk-Th-mkkL1Fq9pIbodqJjB4D9D_ZNh9ofzWPhsmx_bVHh0E9k-C1AretvsjAWJaVQ6EqhrfQzhuDpKKOqGIMcXvfWbWwsLK0Dpk8aU85Xp0xbutk8uZsK7HTHo2xG2VzVsFCIaOwZIVNKELYHlIEhsI3es7c4y7Q-ZSbHrKX0gS51C1zHUvk-jaqAEQhrYGaWwmp&__tn__=-UK-R
Fort Moultrie National Historical Site,South Carolina,Tag,32.7904789,-79.9257412,"**February 2026, group moderator reports tags in stock. 
**December 2025, trusted member reports she was unable to get a tag at Ft. Moultrie.
**December 2024, this is a new program. The tag is ONLY FOR FORT MOULTRIE.  Fort Sumter is not dog friendly due to high volume of visitors.  At Fort Moultrie they are NOT allowed in the fort or visitor center, but are allowed on the grounds outside the fort.  There is a 10 dollar daily entrance fee.",https://www.nps.gov/fosu/planyourvisit/pets.htm
Fort Pillow State Historic Park,Tennessee,Tag,35.6301523,-89.8447113,"December 2025, member reports being told that tags are for sale.",https://tnstateparks.com/parks/fort-pillow
Fort Pulaski National Monument,Georgia,Tag,32.0280835,-80.8939505,"June, 2024, co-founder Ben visited and really enjoyed the park. There is a $10 entrance fee if you do not have an annual parks pass. They have a wooden site specific badge.  Everything but the visitor center is dog friendly.  Dogs are even allowed on the top level of the fort, though do that at you and your pups own risk as there are no barriers.  The lighthouse trail is covered in sand crabs and has a couple grated boardwalks.  A tag can be recieved in the visitor center, or from a volunteer near the gift shop inside the fort.  There are no real activities to do to earn tag.",https://www.nps.gov/fopu/planyourvisit/pets.htm
"Fort Raleigh National Historic Site Visitor Center 1500 Ft. Raleigh Road Manteo, NC, 27954",North Carolina,Tag,35.9353099,-75.7118277,"December 2025, trusted member reports certificates are available.  There is no site specific tag but a eneric one is for sale. 
March, 2025 update that cofounders noticed that Google is pulling up Cape Hatteras at the same spot. 
January 2025, member reports no fee to enter the park, but the Elizabethan Gardens require a ticket from the store, check website for winter hours, $12 per person, and $3 per dog. Pick up a booklet at the visitor center and return for a signed certificate and a special stamp. There is only a non site specific tag tag for sale in the book store.",https://www.nps.gov/fora/planyourvisit/pets.htm
=======
June 2024 site specific tag purchased at the campground store. No activites.",https://www.dcr.virginia.gov/state-parks/first-landing
First State National Historical Park,Delaware,Certificate,39.8290135,-75.5651663,"March 2025,  member reports a program once or twice a year.  They shared a picture of a BARK Ranger card and a certificate. Further details are unknown.",https://www.nps.gov/frst/index.htm
Florence Marina State Park,Georgia,Tag,32.0932163,-85.043454,"**February 2026, member shared picture of the tag plus a bark ranger sticker. 
**January 2026, member showed a picture of a wooden site specific tag for sale for $5.99.  No other info was provided.",https://gastateparks.org/FlorenceMarina
Fool Hollow Lake Recreation Area State Park,Arizona,Tag,34.2716805,-110.0719089,"April 2025, member reports there is also a frisbee in addition to tage and bandana. Ask about the ""dog library."" Dogs take an oath to get a certificate and a free bandana.",https://azstateparks.com/fool-hollow
Fort Donelson National Battlefield,Tennessee,Tag,36.4881634,-87.8607123,"November 2025 member reports wooden tags for free after showing pictures taken at stops on the loop road. 
January 2025, member reports the visitor center is under construction but there is a small mobile building set up with a ranger inside.  The member went on a walking tour, took pictures, and came back to get wooden tags. 
November 2024, a Ranger who is member of the group says the program is going to expand.  There is a reward and certificate going to print soon with a list of activities. 
September 2024 member reports there is an official program with a wooden site specific tag. They ask that you take the dogs picture at three different stops on a driving tour to earn the tag.",https://www.nps.gov/fodo/index.htm
"Fort Flagler State Park, Jefferson County, WA",Washington,Bandana,48.0956,-122.7062848,"September 2024, member reports a ranger saw them being good park visitors while walking around and gave them a free bandana.  Dogs allowed everywhere - beaches, camping, etc.",https://parks.wa.gov/find-parks/state-parks/fort-flagler-historical-state-park
Fort Frederica National Monument,Georgia,Tag,31.2228075,-81.3898968,"June 2024, co-founder Ben visited and found there is no proper program here, just a tag available for sale.  The rangers said there used to be a proper program, but there are currently no plans to bring it back. Other than visitor center, the entire site is dog friendly.  There were deer in the ruins area.",https://www.nps.gov/fofr/planyourvisit/pets.htm
Fort Laramie,Wyoming,Tag,42.21271,-104.51774,"September 2025, member showed picture of a site specific metal tag from this site. Unclear on any other detals.",https://www.nps.gov/fola/planyourvisit/pets.htm
Fort Monroe Visitor & Education Center,Virginia,Tag,37.0042943,-76.3069024,"September 2025, member reports the tags are out of stock, and unsure when will be reordered.  There are bandanas for sale for 18 dollars. There is a site specific wooden tag.",https://m.facebook.com/FortMonroeNPS/photos/a.275013476230927/1446952829036980/?__cft__[0]=AZUhtB0Ay5Qb2uU8zRWnk-Th-mkkL1Fq9pIbodqJjB4D9D_ZNh9ofzWPhsmx_bVHh0E9k-C1AretvsjAWJaVQ6EqhrfQzhuDpKKOqGIMcXvfWbWwsLK0Dpk8aU85Xp0xbutk8uZsK7HTHo2xG2VzVsFCIaOwZIVNKELYHlIEhsI3es7c4y7Q-ZSbHrKX0gS51C1zHUvk-jaqAEQhrYGaWwmp&__tn__=-UK-R
Fort Moultrie National Historical Site,South Carolina,Tag,32.7904789,-79.9257412,"**February 2026, group moderator reports tags in stock. 
**December 2025, trusted member reports she was unable to get a tag at Ft. Moultrie.
**December 2024, this is a new program. The tag is ONLY FOR FORT MOULTRIE.  Fort Sumter is not dog friendly due to high volume of visitors.  At Fort Moultrie they are NOT allowed in the fort or visitor center, but are allowed on the grounds outside the fort.  There is a 10 dollar daily entrance fee.",https://www.nps.gov/fosu/planyourvisit/pets.htm
Fort Pillow State Historic Park,Tennessee,Tag,35.6301523,-89.8447113,"December 2025, member reports being told that tags are for sale.",https://tnstateparks.com/parks/fort-pillow
Fort Pulaski National Monument,Georgia,Tag,32.0280835,-80.8939505,"June, 2024, co-founder Ben visited and really enjoyed the park. There is a $10 entrance fee if you do not have an annual parks pass. They have a wooden site specific badge.  Everything but the visitor center is dog friendly.  Dogs are even allowed on the top level of the fort, though do that at you and your pups own risk as there are no barriers.  The lighthouse trail is covered in sand crabs and has a couple grated boardwalks.  A tag can be recieved in the visitor center, or from a volunteer near the gift shop inside the fort.  There are no real activities to do to earn tag.",https://www.nps.gov/fopu/planyourvisit/pets.htm
"Fort Raleigh National Historic Site Visitor Center 1500 Ft. Raleigh Road Manteo, NC, 27954",North Carolina,Tag,35.9353099,-75.7118277,"December 2025, trusted member reports certificates are available.  There is no site specific tag but a eneric one is for sale. 
March, 2025 update that cofounders noticed that Google is pulling up Cape Hatteras at the same spot. 
January 2025, member reports no fee to enter the park, but the Elizabethan Gardens require a ticket from the store, check website for winter hours, $12 per person, and $3 per dog. Pick up a booklet at the visitor center and return for a signed certificate and a special stamp. There is only a non site specific tag tag for sale in the book store.",https://www.nps.gov/fora/planyourvisit/pets.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Fort Richardson State Park,Texas,Tag,33.2221473,-98.146347,"February 2026, member shared that there are activities to complete.  There is also a booklet.  Dogs can stamo with their paws or there is a generic paw stamp. 
February 2026, park shared a B.A.R.K. Easter Egg Hunt on April 4th. https://www.facebook.com/events/s/bark-ranger-easter-egg-hunt/1595555048135917/ Bring your B.A.R.K. Rangers out for an Easter celebration made just for dogs!
Eggs will be hidden throughout the parade grounds and filled with dog-safe, dog-gone good treats for your pups to discover. This event is a fun way to celebrate Easter, enjoy the outdoors, and give your furry friends a special holiday treat.
Not yet a B.A.R.K. Ranger? No worries, this is a perfect time to get sworn in as an official Fort Richardson B.A.R.K. Ranger!
Things You Should Know:
Meet: In front of the Interpretive Building
Bring: Your B.A.R.K. Ranger and their Easter Basket to gather eggs!
Cost: Attendance to this event is open to the public and free AFTER regular day use or camping fees. Park admission is free with a Texas State Park Pass (purchased before event).
*Note: This program maybe cancelled due to weather.
November 2025, member reports they earned a tag recently. 
<<<<<<< HEAD
June 2025, member showed a picture of a certificate and a texas shaped Bark Ranger Tag.",https://tpwd.texas.gov/state-parks/fort-richardson
Fort Scott National Historic Site,Kansas,Tag,37.843404,-94.7044901,"December 2025, trusted member purchased a generic metal tag and also received an activity booklet.
Tags for sale, do not know if they are generic or site specific.  Might have been a one time event. No other details are known.",https://www.nps.gov/fosc/index.htm
Fort Smith National Historic Site,Arkansas,Tag,35.3888955,-94.4310844,"**March 2026, trusted member reports free wooden site specific tag at visitor center.  Mentions the site is vey close to the interstate. 
**January 2026, member reports tags are in stock.
**June 2025, member reports tags are in stock. 
**Sept 2024 a member reported out of stock on tags. There is a pamphlet to fill out and a free site specific tag when completed.  Dogs cannot go inside but there are nice trails.",https://www.nps.gov/fosm/index.htm
Fort Stanwix National Monument,New York,Tag,43.2106045,-75.4554773,"October 2024, moderator reports they have a new program.  The park is in the town of Rome, NY.  There is easy parking and grounds are lovely.  Dogs are allowed on all trails and inside the fort.  They have two visitor centers close to each other, one in the fort and one at the other end of the park.  Most of the Bark Ranger materials are in the FORT VISITOR CENTER.  When you have done 2 activties, you show your photos to the ranger at the fort to recieve a certificate and a site specific wooden tag.  They even have a special Bark Ranger stamp for your passport.  It is very nice and they want to share the revised program.",https://www.nps.gov/thingstodo/fort-stanwix-b-a-r-k-rangers.htm
Fort Union National Monument,New Mexico,Tag,35.9074508,-105.0121185,"December 2025, member confirms free wooden site specific tag and certificate along with generic items to purchase.  SIte is free to enter.
April 2025 member reports a free tag. 
November 2024, member reports there was a form with questions to answer.  When completed, the ranger signed it and provided a site specfic rubber stamp to stamp the form and gave the member a free site specific wooden tag.  The site is free to visit. There is a 1.25 mile flat gravel trail with plenty of benches. July 2024, member reported no tags, but they have patches for sale.",https://www.nps.gov/foun/planyourvisit/pets.htm
Fort Union Trading Post National Historic Site,North Dakota,Tag,47.998904,-104.0377409,"June 2025, member confirms ranger gave a site specific tag and they were allowed to walk in the fort and look around. 
October 2024, member reports the program has started. Tags will be metal site specific and free.",https://www.nps.gov/fous/planyourvisit/pets.htm
Fort Vancouver National Historic Site,Washington,Tag,45.6253039,-122.6599474,"May 2025, group mod who volunteers: Announcing the BARK Ranger Launch on Saturday, May 17th at Fort Vancouver National Historic site! See you there! Meet Ranger Ada at her table set up outside the Fort Vancouver NHS Visitor Center at 1501 E Evergreen Blvd, Vancouver, WA  98661. She will be handing out the Self Guided Bark Ranger Tour brochures and greeting guests from 11:00am -1:00pm. I personally will be there all day from opening to closing (9:00am-4:00pm) with Harley Quinn. 
Please come and bring your dogs to enjoy this great new program. All of it has been generously sponsored by our non-profit partner organization, Friends of Fort Vancouver.   They will be selling the Bark Ranger tags inside the Gift Shop for $4.95 at the Visitors Center. The Gift Shop is open Tuesday - Saturday 10:00am -3:45pm. The proceeds from the sales of the tags will help to fund programming at the Fort and we truly appreciate their help in getting this started. You are welcome to tour the grounds during operations hours, weekly the Fort is open Tuesday-Saturday 9:00am-4:00pm. Dogs are welcome in all outdoor areas on leash with the exception of inside the stockade fences of the Old Fort, the Garden next to the Old Fort and they must also stay clear of the Pearson Airfield as that is an active operating airport.  
The other 200+ acres are yours to enjoy on many paths which pass historic buildings and beautiful scenery with interpretive signage along the way. We can’t wait to see you and your dogs there!",https://www.nps.gov/fova/planyourvisit/pets.htm
"Fort Washington Park, Maryland",Maryland,Tag,38.7120684,-77.0302775,"July 2025, trusted member reports this site has tags in and is under development for a program, but there are just tags for now, no activities required. Another member in July mentioned being confused by where the visitor center is.  Including picture of the visitor center building.",https://www.nps.gov/fowa/planyourvisit/pets.htm
Fox Island County Park,Indiana,Certificate,41.022971,-85.2382648,"August 2024, member reports that the weekend office worker did not have certificates, so maybe call ahead. 
July, 2024, this program appears to be coming.  This site reached out to co-founder Ben. There is an off leash dog beach swimming area. There is just a certificate known; unclear on any other swag.",https://allencountyparks.org/parks/fox-island/
Frederick County Parks and Recreation,Maryland,Bandana,39.6045763,-77.2968413,Member reported bandana and poop bag.,https://www.recreater.com/
=======
June 2025, member showed a picture of a certificate and a texas shaped Bark Ranger Tag.",https://tpwd.texas.gov/state-parks/fort-richardson
Fort Scott National Historic Site,Kansas,Tag,37.843404,-94.7044901,"December 2025, trusted member purchased a generic metal tag and also received an activity booklet.
Tags for sale, do not know if they are generic or site specific.  Might have been a one time event. No other details are known.",https://www.nps.gov/fosc/index.htm
Fort Smith National Historic Site,Arkansas,Tag,35.3888955,-94.4310844,"**March 2026, trusted member reports free wooden site specific tag at visitor center.  Mentions the site is vey close to the interstate. 
**January 2026, member reports tags are in stock.
**June 2025, member reports tags are in stock. 
**Sept 2024 a member reported out of stock on tags. There is a pamphlet to fill out and a free site specific tag when completed.  Dogs cannot go inside but there are nice trails.",https://www.nps.gov/fosm/index.htm
Fort Stanwix National Monument,New York,Tag,43.2106045,-75.4554773,"October 2024, moderator reports they have a new program.  The park is in the town of Rome, NY.  There is easy parking and grounds are lovely.  Dogs are allowed on all trails and inside the fort.  They have two visitor centers close to each other, one in the fort and one at the other end of the park.  Most of the Bark Ranger materials are in the FORT VISITOR CENTER.  When you have done 2 activties, you show your photos to the ranger at the fort to recieve a certificate and a site specific wooden tag.  They even have a special Bark Ranger stamp for your passport.  It is very nice and they want to share the revised program.",https://www.nps.gov/thingstodo/fort-stanwix-b-a-r-k-rangers.htm
Fort Union National Monument,New Mexico,Tag,35.9074508,-105.0121185,"December 2025, member confirms free wooden site specific tag and certificate along with generic items to purchase.  SIte is free to enter.
April 2025 member reports a free tag. 
November 2024, member reports there was a form with questions to answer.  When completed, the ranger signed it and provided a site specfic rubber stamp to stamp the form and gave the member a free site specific wooden tag.  The site is free to visit. There is a 1.25 mile flat gravel trail with plenty of benches. July 2024, member reported no tags, but they have patches for sale.",https://www.nps.gov/foun/planyourvisit/pets.htm
Fort Union Trading Post National Historic Site,North Dakota,Tag,47.998904,-104.0377409,"June 2025, member confirms ranger gave a site specific tag and they were allowed to walk in the fort and look around. 
October 2024, member reports the program has started. Tags will be metal site specific and free.",https://www.nps.gov/fous/planyourvisit/pets.htm
Fort Vancouver National Historic Site,Washington,Tag,45.6253039,-122.6599474,"May 2025, group mod who volunteers: Announcing the BARK Ranger Launch on Saturday, May 17th at Fort Vancouver National Historic site! See you there! Meet Ranger Ada at her table set up outside the Fort Vancouver NHS Visitor Center at 1501 E Evergreen Blvd, Vancouver, WA  98661. She will be handing out the Self Guided Bark Ranger Tour brochures and greeting guests from 11:00am -1:00pm. I personally will be there all day from opening to closing (9:00am-4:00pm) with Harley Quinn. 
Please come and bring your dogs to enjoy this great new program. All of it has been generously sponsored by our non-profit partner organization, Friends of Fort Vancouver.   They will be selling the Bark Ranger tags inside the Gift Shop for $4.95 at the Visitors Center. The Gift Shop is open Tuesday - Saturday 10:00am -3:45pm. The proceeds from the sales of the tags will help to fund programming at the Fort and we truly appreciate their help in getting this started. You are welcome to tour the grounds during operations hours, weekly the Fort is open Tuesday-Saturday 9:00am-4:00pm. Dogs are welcome in all outdoor areas on leash with the exception of inside the stockade fences of the Old Fort, the Garden next to the Old Fort and they must also stay clear of the Pearson Airfield as that is an active operating airport.  
The other 200+ acres are yours to enjoy on many paths which pass historic buildings and beautiful scenery with interpretive signage along the way. We can’t wait to see you and your dogs there!",https://www.nps.gov/fova/planyourvisit/pets.htm
"Fort Washington Park, Maryland",Maryland,Tag,38.7120684,-77.0302775,"July 2025, trusted member reports this site has tags in and is under development for a program, but there are just tags for now, no activities required. Another member in July mentioned being confused by where the visitor center is.  Including picture of the visitor center building.",https://www.nps.gov/fowa/planyourvisit/pets.htm
Fox Island County Park,Indiana,Certificate,41.022971,-85.2382648,"August 2024, member reports that the weekend office worker did not have certificates, so maybe call ahead. 
July, 2024, this program appears to be coming.  This site reached out to co-founder Ben. There is an off leash dog beach swimming area. There is just a certificate known; unclear on any other swag.",https://allencountyparks.org/parks/fox-island/
Frederick County Parks and Recreation,Maryland,Bandana,39.6045763,-77.2968413,Member reported bandana and poop bag.,https://www.recreater.com/
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Fredericksburg and Spotsylvania National Military Park,Virginia,Tag,38.2201846,-77.6014545,"August 2025, trusted member reports tags are available for sale at the gift store next door to the visitor center. 
June 2025, member reports the site is out of the tags, but the store next door has them.  
March 2025, trusted member reports site specific metal tags were available for purchase in the bookstore near the Fredericksburg Battlefield Visitor’s Center. 
November 2024, member spoke with a voluteer who said they want to do a full program. 
October 2024 member reports tags sold but not site specific.  They did have a Bark Ranger decal for sale, that was site specific. Stop by the visitor center to take the pledge and badges are for sale.  
<<<<<<< HEAD
Per member in April 2024, badges out of stock but ranger subsituted with a patch. July 2024 member reports tags back in stock at Fredericksburg Visitor Center store.  No official Bark Ranger Program.",https://www.nps.gov/frsp/planyourvisit/pets.htm
French Creek State Park,Pennsylvania,Bandana,40.2195742,-75.7460614,"August 2025, member reports this site has a bandana and a certificate.",https://www.pa.gov/agencies/dcnr/recreation/where-to-go/state-parks/find-a-park/french-creek-state-park
Friends of the Elephant Seal Visitor Center,California,Tag,34.0365951,-118.5277601,"August 2025, members reports a card with a generic tag for sale for $7.",https://elephantseal.org/
Friendship Hill National Historic Site,Pennsylvania,Tag,39.7734385,-79.927147,"September 2025, member reports that the current tag is site specific. 
August 2025, trusted member reports that the tag is no long a site specific arrowhead, but a generic metal badge.  Another member showed the same badge with the site on the back, so we are unsure.  
May 2025, member reports the visitor center hours are Friday-Tuesday 9-5. Site specific metal arrowhead to earn at the Gallatin House visitor center.",https://www.nps.gov/articles/be-a-friendship-hill-bark-ranger.htm
"Gateway Arch National Park Visitor Center, St. Louis, MO",Missouri,Tag,38.6245067,-90.1856833,"September 2025 the park reports there is an event on Sunday Sept 21 with the theme being dog art.  Check with the park for future events like this. 
July 2025, member mentions that Cahokia Mounds is very dog friendly and only 10 minutes away, but no Bark Ranger.  
May 2024, no more bandanas unless at events.  Now there is a site specific wooden tag at all times.",https://www.nps.gov/jeff/planyourvisit/pets.htm click link to see list of special event dates for Bark Rangers!
=======
Per member in April 2024, badges out of stock but ranger subsituted with a patch. July 2024 member reports tags back in stock at Fredericksburg Visitor Center store.  No official Bark Ranger Program.",https://www.nps.gov/frsp/planyourvisit/pets.htm
French Creek State Park,Pennsylvania,Bandana,40.2195742,-75.7460614,"August 2025, member reports this site has a bandana and a certificate.",https://www.pa.gov/agencies/dcnr/recreation/where-to-go/state-parks/find-a-park/french-creek-state-park
Friends of the Elephant Seal Visitor Center,California,Tag,34.0365951,-118.5277601,"August 2025, members reports a card with a generic tag for sale for $7.",https://elephantseal.org/
Friendship Hill National Historic Site,Pennsylvania,Tag,39.7734385,-79.927147,"September 2025, member reports that the current tag is site specific. 
August 2025, trusted member reports that the tag is no long a site specific arrowhead, but a generic metal badge.  Another member showed the same badge with the site on the back, so we are unsure.  
May 2025, member reports the visitor center hours are Friday-Tuesday 9-5. Site specific metal arrowhead to earn at the Gallatin House visitor center.",https://www.nps.gov/articles/be-a-friendship-hill-bark-ranger.htm
"Gateway Arch National Park Visitor Center, St. Louis, MO",Missouri,Tag,38.6245067,-90.1856833,"September 2025 the park reports there is an event on Sunday Sept 21 with the theme being dog art.  Check with the park for future events like this. 
July 2025, member mentions that Cahokia Mounds is very dog friendly and only 10 minutes away, but no Bark Ranger.  
May 2024, no more bandanas unless at events.  Now there is a site specific wooden tag at all times.",https://www.nps.gov/jeff/planyourvisit/pets.htm click link to see list of special event dates for Bark Rangers!
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Gateway National Recreation Area,New Jersey,Tag,40.5984789,-73.8579271,"November 2025, update that the site is now on Winter Hours. The Fort Wadsworth, Jamaica Bay, and Sandy Hook visitor centers are open 10 AM to 4 PM on the weekends. 
October 2025, parks shared a Bark Ranger event OCTOBER 25, AT THE STATEN ISLAND UNIT. 
August 2025 mod reports they attended the Aug 16 event.  They had the wooden tags but are minimizing printing of materials.  She mentions that dogs are allowed on the bayside beaches, but not the ocean side beaches at certain times of year. She also mentions a lack of grabage facitlities and to being more poop bags.  
August 2025, special Bark Ranger events on Aug 3rd and Aug 16th.  State tuned to Gateway NRA site for more Bark Ranger event days. May 2025, pick up a Bark Ranger Certificate, activity card, and tag at the Sandy Hook Visitor Center.  If using GPS type Sandy Hook Visitor Center. There is a Bark Ranger program on March 22nd.  
<<<<<<< HEAD
November 2024, member reports the visitor center is next to the Sandy Hook Lighthouse. Tags are available to visitors after taking the Bark Pledge.  Current hours, as of November 2024, are 10-4 Saturday and Sunday. Address: 84 Mercer Rd Highlands NJ 07732.  Phone number: 732-872-5970.",https://www.nps.gov/gate/planyourvisit/pets.htm
George Washington Birthplace National Monument,Virginia,Tag,38.1918855,-76.9208322,"August 2025, trusted member reports tags still available. 
March 2025, trusted member verified free metal site specific tag at the visitor center.  
November 2024 member verified program. Bark Ranger activity card and collar tag available when visitor center is open Wed through Sun every week. There is a door bell attached to the rack for assistance if you are alone as pets are not allowed in the building. Very cool gold metal site specific tag available. Dogs not allowed in memorial area.",https://www.nps.gov/gewa/planyourvisit/pets.htm
"George Washington Carver National Monument, Carver Rd, Diamond, MO",Missouri,Tag,36.9859984,-94.3555747,"December 2025, trusted member recieved a site specific wooden tag. Reports that you can choose between a tag and a bandana. There is an activity checklist.
March 2025, member reports that the trails close at 4.30 PM but the visitor center closes at 5.  The ranger was nice and gave member a bandana. There is a free site specific bandana to earn and free non-site specific metal tag and card.",https://www.nps.gov/gwca/learn/news/bark-ranger-program.htm
